------- AERODYN15 BLADE DEFINITION INPUT FILE -------------------------------------
Generated with OpenFAST_IO
======  Blade Properties =================================================================
60          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID       BlCb        BlCenBn      BlCenBt
 5.150852302072682e+01 -1.566435451944518e-01 -3.106746037978314e-01 -5.215209706791016e-01  3.928502336500324e+00  6.088382438973530e+00       23  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.384981952166895e+01 -1.799224309406507e-01 -2.907156768977278e-01 -6.173687781273478e-01  3.589978944772301e+00  5.930027134386718e+00       24  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.619111602261108e+01 -2.070980604266345e-01 -2.724946063377672e-01 -7.140857094774670e-01  3.241591417391618e+00  5.768519672185864e+00       25  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.853241252355320e+01 -2.382807639682140e-01 -2.558885051247512e-01 -8.105826954763897e-01  2.825302122769250e+00  5.604592110910278e+00       26  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.087370902449531e+01 -2.733420713601531e-01 -2.407994932079946e-01 -9.162412418214589e-01  2.218585224807903e+00  5.439186657601289e+00       27  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.321500552543746e+01 -3.131589139034786e-01 -2.270989810550331e-01 -1.049319875424028e+00  1.553635325062924e+00  5.273299026202370e+00       28  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.555630202637960e+01 -3.590946918893257e-01 -2.147008877728635e-01 -1.203055893638175e+00  1.072320692185709e+00  5.107511264837653e+00       29  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.789759852732169e+01 -4.114734357752520e-01 -2.035578651450480e-01 -1.357246979432828e+00  8.128086336908883e-01  4.942589082853666e+00       30  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.023889502826383e+01 -4.700075880078917e-01 -1.936269530161759e-01 -1.508803765331547e+00  6.159862421622968e-01  4.779294603708007e+00       31  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.258019152920599e+01 -5.347686851106959e-01 -1.848799744635084e-01 -1.663609945572591e+00  3.885042265295617e-01  4.618024940816452e+00       32  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.492148803014807e+01 -6.059497783248198e-01 -1.772545087138667e-01 -1.827892963745476e+00  6.707375005886268e-02  4.459489719617356e+00       33  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.726278453109019e+01 -6.841309423055217e-01 -1.708314046392907e-01 -2.008223460210462e+00 -3.096618084726306e-01  4.304121108230833e+00       34  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.960408103203233e+01 -7.700415822383475e-01 -1.651888794228485e-01 -2.201145855564899e+00 -6.844695810647132e-01  4.152261586525515e+00       35  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.194537753297449e+01 -8.639790063891915e-01 -1.606778325797066e-01 -2.405889376496515e+00 -1.023946487576455e+00  4.004495253724682e+00       36  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.428667403391660e+01 -9.666091212070919e-01 -1.570867587151557e-01 -2.621521807898490e+00 -1.352335624769473e+00  3.860915258283714e+00       37  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.662797053485872e+01 -1.078152497043671e+00 -1.543688196209585e-01 -2.845918291431689e+00 -1.681855779306470e+00  3.721992102503895e+00       38  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.896926703580084e+01 -1.199100906108933e+00 -1.524561065709174e-01 -3.083719219390097e+00 -2.041587049272171e+00  3.587865561470231e+00       39  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.131056353674299e+01 -1.330052931229728e+00 -1.513011362653024e-01 -3.335963386636727e+00 -2.431561953756380e+00  3.458668232644520e+00       40  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.365186003768511e+01 -1.471584056606565e+00 -1.508492507143918e-01 -3.607140733545518e+00 -2.755291204852618e+00  3.334611546622655e+00       41  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.599315653862725e+01 -1.624657813040413e+00 -1.510280716498475e-01 -3.893099298684386e+00 -2.936588376819983e+00  3.215608304266140e+00       42  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.833445303956940e+01 -1.789509313080936e+00 -1.517707837002023e-01 -4.186392341947274e+00 -3.043318557200211e+00  3.101728084949360e+00       43  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.006757495405115e+02 -1.966493350795335e+00 -1.529747582823028e-01 -4.489735484361376e+00 -3.160668432298891e+00  2.992803433494833e+00       44  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.030170460414536e+02 -2.156065021145271e+00 -1.545222968845289e-01 -4.797951933308265e+00 -3.403997124709002e+00  2.888673708905048e+00       45  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.053583425423958e+02 -2.358155839515494e+00 -1.562834342052297e-01 -5.124681001217474e+00 -3.903020326170693e+00  2.789035065043718e+00       46  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.076996390433379e+02 -2.574329905255242e+00 -1.581521196725908e-01 -5.483988107188493e+00 -4.428535516796641e+00  2.693506723073205e+00       47  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.100409355442800e+02 -2.805659897940478e+00 -1.600433580932782e-01 -5.862165814962900e+00 -4.741132849838322e+00  2.601607268915989e+00       48  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.123822320452222e+02 -3.052589731379564e+00 -1.617433877163299e-01 -6.253785818643367e+00 -4.934596033350393e+00  2.512527823135716e+00       49  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.147235285461643e+02 -3.315746726497007e+00 -1.630449809642360e-01 -6.656623843677322e+00 -5.096854994046444e+00  2.425757975357080e+00       50  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.170648250471064e+02 -3.595390373578828e+00 -1.636361360786502e-01 -7.075512378349079e+00 -5.273903437675007e+00  2.339831898896962e+00       51  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.194061215480485e+02 -3.892536138072281e+00 -1.632028304691790e-01 -7.515316202346481e+00 -5.468022275074362e+00  2.253852188960247e+00       52  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.217474180489906e+02 -4.207832419295361e+00 -1.613443358282017e-01 -7.973491198309584e+00 -5.656538316522876e+00  2.166141427612371e+00       53  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.240887145499328e+02 -4.542081665033464e+00 -1.575730991266760e-01 -8.454102001506735e+00 -5.822138132927148e+00  2.074422843013524e+00       54  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.264300110508749e+02 -4.896253623907865e+00 -1.511199555869583e-01 -8.953116920650949e+00 -5.995377584917483e+00  1.976704694601079e+00       55  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.287713075518171e+02 -5.270815927062242e+00 -1.416897757460699e-01 -9.479143147228902e+00 -6.142375625432414e+00  1.869732860765382e+00       56  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.311126040527591e+02 -5.667423152921430e+00 -1.269911404537532e-01 -1.005616494858783e+01 -6.194226415516923e+00  1.738801467065301e+00       57  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.334539005537013e+02 -6.088459716104260e+00 -1.017968371821431e-01 -1.063331185399924e+01 -5.996163062425278e+00  1.522729393417159e+00       58  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.357951970546434e+02 -6.531468323055223e+00 -6.016484599475993e-02 -1.122519587467229e+01 -5.536012046552282e+00  1.160512282688685e+00       59  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.381364935555856e+02 -6.999999999999999e+00  0.000000000000000e+00 -1.154376211797711e+01 -4.902555381297274e+00  4.000000000000001e-01       60  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
